Date,date_type,MMWR_week,Location,Administered_Daily,Administered_Cumulative,Admin_Dose_1_Daily,Admin_Dose_1_Cumulative,Administered_Dose1_Pop_Pct,Series_Complete_Daily,Series_Complete_Cumulative,Booster_Daily,Booster_Cumulative,Column1,Week_Total,Week_Dose_1,Week_Complete_series,Week_Booster
2022/7/2 0:00,Admin,26,IN,848,10173333,180,4230065,62.8,112,3817282,188,1835798,,,,,
2022/7/1 0:00,Admin,26,IN,3997,10172485,883,4229885,62.8,468,3817170,920,1835610,,,,,
2022/6/30 0:00,Admin,26,IN,4209,10168488,873,4229002,62.8,560,3816702,1024,1834690,,,,,
2022/6/29 0:00,Admin,26,IN,3343,10164279,802,4228129,62.8,387,3816142,859,1833666,1,,,,
2022/6/28 0:00,Admin,26,IN,3864,10160936,936,4227327,62.8,466,3815755,889,1832807,,,,,
2022/6/27 0:00,Admin,26,IN,3937,10157072,922,4226391,62.8,504,3815289,889,1831918,,,,,
2022/6/26 0:00,Admin,26,IN,771,10153135,209,4225469,62.8,106,3814785,167,1831029,,,,,
2022/6/25 0:00,Admin,25,IN,1914,10152364,681,4225260,62.8,172,3814679,399,1830862,,,,,
2022/6/24 0:00,Admin,25,IN,4911,10150450,1014,4224579,62.8,583,3814507,1088,1830463,,,,,
2022/6/23 0:00,Admin,25,IN,5189,10145539,1030,4223565,62.7,504,3813924,1092,1829375,,,,,
2022/6/22 0:00,Admin,25,IN,4987,10140350,868,4222535,62.7,626,3813420,1186,1828283,1,,,,
2022/6/21 0:00,Admin,25,IN,4370,10135363,678,4221667,62.7,518,3812794,1003,1827097,,,,,
2022/6/20 0:00,Admin,25,IN,3562,10130993,501,4220989,62.7,404,3812276,889,1826094,,,,,
2022/6/19 0:00,Admin,25,IN,720,10127431,132,4220488,62.7,108,3811872,187,1825205,,,,,
2022/6/18 0:00,Admin,24,IN,1445,10126711,259,4220356,62.7,191,3811764,382,1825018,,,,,
2022/6/17 0:00,Admin,24,IN,4505,10125266,666,4220097,62.7,465,3811573,1117,1824636,,,,,
2022/6/16 0:00,Admin,24,IN,4490,10120761,625,4219431,62.7,514,3811108,1040,1823519,,,,,
2022/6/15 0:00,Admin,24,IN,4739,10116271,637,4218806,62.7,590,3810594,1199,1822479,1,,,,
2022/6/14 0:00,Admin,24,IN,4822,10111532,598,4218169,62.7,601,3810004,1126,1821280,,,,,
2022/6/13 0:00,Admin,24,IN,4155,10106710,581,4217571,62.6,529,3809403,927,1820154,,,,,
2022/6/12 0:00,Admin,24,IN,837,10102555,165,4216990,62.6,152,3808874,178,1819227,,,,,
2022/6/11 0:00,Admin,23,IN,1689,10101718,250,4216825,62.6,218,3808722,417,1819049,,,,,
2022/6/10 0:00,Admin,23,IN,5241,10100029,670,4216575,62.6,559,3808504,1288,1818632,,,,,
2022/6/9 0:00,Admin,23,IN,5260,10094788,659,4215905,62.6,569,3807945,1235,1817344,,,,,
2022/6/8 0:00,Admin,23,IN,5517,10089528,739,4215246,62.6,629,3807376,1340,1816109,1,,,,
2022/6/7 0:00,Admin,23,IN,5522,10084011,738,4214507,62.6,628,3806747,1263,1814769,,,,,
2022/6/6 0:00,Admin,23,IN,4645,10078489,561,4213769,62.6,560,3806119,1111,1813506,,,,,
2022/6/5 0:00,Admin,23,IN,1032,10073844,138,4213208,62.6,143,3805559,286,1812395,,,,,
2022/6/4 0:00,Admin,22,IN,1970,10072812,249,4213070,62.6,242,3805416,507,1812109,,,,,
2022/6/3 0:00,Admin,22,IN,5492,10070842,603,4212821,62.6,592,3805174,1308,1811602,,,,,
2022/6/2 0:00,Admin,22,IN,5557,10065350,668,4212218,62.6,634,3804582,1346,1810294,,,,,
2022/6/1 0:00,Admin,22,IN,5741,10059793,677,4211550,62.6,677,3803948,1390,1808948,1,,,,
2022/5/31 0:00,Admin,22,IN,5371,10054052,632,4210873,62.5,761,3803271,1276,1807558,,,,,
2022/5/30 0:00,Admin,22,IN,332,10048681,54,4210241,62.5,48,3802510,92,1806282,,,,,
2022/5/29 0:00,Admin,22,IN,572,10048349,88,4210187,62.5,74,3802462,160,1806190,,,,,
2022/5/28 0:00,Admin,21,IN,129,10047777,78,4210099,62.5,40,3802388,49,1806030,,,,,
2022/5/27 0:00,Admin,21,IN,4153,10047648,465,4210021,62.5,430,3802348,1006,1805981,,,,,
2022/5/26 0:00,Admin,21,IN,6236,10043495,689,4209556,62.5,653,3801918,1401,1804975,,,,,
2022/5/25 0:00,Admin,21,IN,6369,10037259,699,4208867,62.5,701,3801265,1354,1803574,1,,,,
2022/5/24 0:00,Admin,21,IN,6299,10030890,687,4208168,62.5,671,3800564,1396,1802220,,,,,
2022/5/23 0:00,Admin,21,IN,6595,10024591,615,4207481,62.5,633,3799893,1374,1800824,,,,,
2022/5/22 0:00,Admin,21,IN,1707,10017996,197,4206866,62.5,226,3799260,391,1799450,,,,,
2022/5/21 0:00,Admin,20,IN,3493,10016289,313,4206669,62.5,387,3799034,777,1799059,,,,,
2022/5/20 0:00,Admin,20,IN,7634,10012796,683,4206356,62.5,790,3798647,1552,1798282,,,,,
2022/5/19 0:00,Admin,20,IN,6879,10005162,724,4205673,62.5,710,3797857,1300,1796730,,,,,
2022/5/18 0:00,Admin,20,IN,6175,9998283,602,4204949,62.5,638,3797147,1299,1795430,1,,,,
2022/5/17 0:00,Admin,20,IN,5526,9992108,608,4204347,62.5,585,3796509,1111,1794131,,,,,
2022/5/16 0:00,Admin,20,IN,5485,9986582,606,4203739,62.4,592,3795924,1076,1793020,,,,,
2022/5/15 0:00,Admin,20,IN,1338,9981097,197,4203133,62.4,187,3795332,290,1791944,,,,,
2022/5/14 0:00,Admin,19,IN,2686,9979759,316,4202936,62.4,332,3795145,552,1791654,,,,,
2022/5/13 0:00,Admin,19,IN,6893,9977073,717,4202620,62.4,703,3794813,1358,1791102,,,,,
2022/5/12 0:00,Admin,19,IN,6204,9970180,639,4201903,62.4,643,3794110,1203,1789744,,,,,
2022/5/11 0:00,Admin,19,IN,5955,9963976,608,4201264,62.4,670,3793467,1247,1788541,1,,,,
2022/5/10 0:00,Admin,19,IN,6132,9958021,655,4200656,62.4,650,3792797,1152,1787294,,,,,
2022/5/9 0:00,Admin,19,IN,5666,9951889,524,4200001,62.4,601,3792147,1111,1786142,,,,,
2022/5/8 0:00,Admin,19,IN,922,9946223,119,4199477,62.4,129,3791546,209,1785031,,,,,
2022/5/7 0:00,Admin,18,IN,2388,9945301,299,4199358,62.4,313,3791417,531,1784822,,,,,
2022/5/6 0:00,Admin,18,IN,6633,9942913,666,4199059,62.4,832,3791104,1267,1784291,,,,,
2022/5/5 0:00,Admin,18,IN,5767,9936280,571,4198393,62.4,635,3790272,1058,1783024,,,,,
2022/5/4 0:00,Admin,18,IN,6035,9930513,640,4197822,62.4,701,3789637,1147,1781966,1,,,,
2022/5/3 0:00,Admin,18,IN,5552,9924478,636,4197182,62.3,653,3788936,1150,1780819,,,,,
2022/5/2 0:00,Admin,18,IN,5607,9918926,605,4196546,62.3,658,3788283,1039,1779669,,,,,
2022/5/1 0:00,Admin,18,IN,1646,9913319,188,4195941,62.3,190,3787625,312,1778630,,,,,
2022/4/30 0:00,Admin,17,IN,2893,9911673,355,4195753,62.3,418,3787435,635,1778318,,,,,
2022/4/29 0:00,Admin,17,IN,7618,9908780,773,4195398,62.3,852,3787017,1430,1777683,,,,,
2022/4/28 0:00,Admin,17,IN,6696,9901162,666,4194625,62.3,696,3786165,1241,1776253,,,,,
2022/4/27 0:00,Admin,17,IN,6995,9894466,676,4193959,62.3,782,3785469,1303,1775012,1,,,,
2022/4/26 0:00,Admin,17,IN,6684,9887471,691,4193283,62.3,693,3784687,1235,1773709,,,,,
2022/4/25 0:00,Admin,17,IN,6301,9880787,668,4192592,62.3,690,3783994,1112,1772474,,,,,
2022/4/24 0:00,Admin,17,IN,1349,9874486,192,4191924,62.3,203,3783304,306,1771362,,,,,
2022/4/23 0:00,Admin,16,IN,2854,9873137,300,4191732,62.3,375,3783101,601,1771056,,,,,
2022/4/22 0:00,Admin,16,IN,6712,9870283,695,4191432,62.3,718,3782726,1228,1770455,,,,,
2022/4/21 0:00,Admin,16,IN,7011,9863571,701,4190737,62.2,659,3782008,1309,1769227,,,,,
2022/4/20 0:00,Admin,16,IN,8101,9856560,752,4190036,62.2,751,3781349,1418,1767918,1,,,,
2022/4/19 0:00,Admin,16,IN,8608,9848459,795,4189284,62.2,791,3780598,1599,1766500,,,,,
2022/4/18 0:00,Admin,16,IN,8010,9839851,737,4188489,62.2,815,3779807,1323,1764901,,,,,
2022/4/17 0:00,Admin,16,IN,445,9831841,70,4187752,62.2,66,3778992,86,1763578,,,,,
2022/4/16 0:00,Admin,15,IN,3192,9831396,368,4187682,62.2,397,3778926,602,1763492,,,,,
2022/4/15 0:00,Admin,15,IN,7725,9828204,798,4187314,62.2,796,3778529,1499,1762890,,,,,
2022/4/14 0:00,Admin,15,IN,9048,9820479,852,4186516,62.2,811,3777733,1610,1761391,,,,,
2022/4/13 0:00,Admin,15,IN,8502,9811431,836,4185664,62.2,896,3776922,1439,1759781,1,,,,
2022/4/12 0:00,Admin,15,IN,9629,9802929,884,4184828,62.2,923,3776026,1499,1758342,,,,,
2022/4/11 0:00,Admin,15,IN,8852,9793300,751,4183944,62.1,783,3775103,1404,1756843,,,,,
2022/4/10 0:00,Admin,15,IN,2224,9784448,238,4183193,62.1,286,3774320,361,1755439,,,,,
2022/4/9 0:00,Admin,14,IN,4452,9782224,431,4182955,62.1,457,3774034,726,1755078,,,,,
2022/4/8 0:00,Admin,14,IN,10406,9777772,939,4182524,62.1,991,3773577,1785,1754352,,,,,
2022/4/7 0:00,Admin,14,IN,8919,9767366,750,4181585,62.1,792,3772586,1470,1752567,,,,,
2022/4/6 0:00,Admin,14,IN,8831,9758447,859,4180835,62.1,817,3771794,1523,1751097,1,,,,
2022/4/5 0:00,Admin,14,IN,8728,9749616,814,4179976,62.1,820,3770977,1388,1749574,,,,,
2022/4/4 0:00,Admin,14,IN,8855,9740888,770,4179162,62.1,796,3770157,1380,1748186,,,,,
2022/4/3 0:00,Admin,14,IN,2611,9732033,258,4178392,62.1,311,3769361,434,1746806,,,,,
2022/4/2 0:00,Admin,13,IN,4811,9729422,482,4178134,62.1,524,3769050,881,1746372,,,,,
2022/4/1 0:00,Admin,13,IN,10955,9724611,965,4177652,62.1,1030,3768526,2008,1745491,,,,,
2022/3/31 0:00,Admin,13,IN,9920,9713656,858,4176687,62,926,3767496,1724,1743483,,,,,
2022/3/30 0:00,Admin,13,IN,6111,9703736,730,4175829,62,839,3766570,1432,1741759,1,,,,
2022/3/29 0:00,Admin,13,IN,3218,9697625,740,4175099,62,679,3765731,1400,1740327,,,,,
2022/3/28 0:00,Admin,13,IN,2817,9694407,651,4174359,62,695,3765052,1333,1738927,,,,,
2022/3/27 0:00,Admin,13,IN,697,9691590,183,4173708,62,219,3764357,275,1737594,,,,,
2022/3/26 0:00,Admin,12,IN,1653,9690893,383,4173525,62,473,3764138,753,1737319,,,,,
2022/3/25 0:00,Admin,12,IN,3730,9689240,824,4173142,62,968,3763665,1809,1736566,,,,,
2022/3/24 0:00,Admin,12,IN,3443,9685510,779,4172318,62,857,3762697,1623,1734757,,,,,
2022/3/23 0:00,Admin,12,IN,3334,9682067,807,4171539,62,852,3761840,1572,1733134,1,,,,
2022/3/22 0:00,Admin,12,IN,3432,9678733,825,4170732,62,791,3760988,1673,1731562,,,,,
2022/3/21 0:00,Admin,12,IN,3265,9675301,713,4169907,61.9,791,3760197,1569,1729889,,,,,
2022/3/20 0:00,Admin,12,IN,915,9672036,240,4169194,61.9,256,3759406,401,1728320,,,,,
2022/3/19 0:00,Admin,11,IN,2281,9671121,517,4168954,61.9,569,3759150,1076,1727919,,,,,
2022/3/18 0:00,Admin,11,IN,4147,9668840,1038,4168437,61.9,1063,3758581,1891,1726843,,,,,
2022/3/17 0:00,Admin,11,IN,3539,9664693,725,4167399,61.9,913,3757518,1757,1724952,,,,,
2022/3/16 0:00,Admin,11,IN,3754,9661154,831,4166674,61.9,990,3756605,1765,1723195,1,,,,
2022/3/15 0:00,Admin,11,IN,3650,9657400,764,4165843,61.9,1087,3755615,1618,1721430,,,,,
2022/3/14 0:00,Admin,11,IN,3528,9653750,827,4165079,61.9,1072,3754528,1523,1719812,,,,,
2022/3/13 0:00,Admin,11,IN,1061,9650222,290,4164252,61.9,397,3753456,390,1718289,,,,,
2022/3/12 0:00,Admin,10,IN,2211,9649161,610,4163962,61.9,641,3753059,934,1717899,,,,,
2022/3/11 0:00,Admin,10,IN,4671,9646950,1168,4163352,61.8,1466,3752418,1952,1716965,,,,,
2022/3/10 0:00,Admin,10,IN,3922,9642279,871,4162184,61.8,1211,3750952,1747,1715013,,,,,
2022/3/9 0:00,Admin,10,IN,4097,9638357,1039,4161313,61.8,1294,3749741,1686,1713266,1,,,,
2022/3/8 0:00,Admin,10,IN,3853,9634260,931,4160274,61.8,1155,3748447,1668,1711580,,,,,
2022/3/7 0:00,Admin,10,IN,3487,9630407,846,4159343,61.8,1144,3747292,1422,1709912,,,,,
2022/3/6 0:00,Admin,10,IN,1280,9626920,300,4158497,61.8,434,3746148,517,1708490,,,,,
2022/3/5 0:00,Admin,9,IN,2619,9625640,631,4158197,61.8,852,3745714,1109,1707973,,,,,
2022/3/4 0:00,Admin,9,IN,5270,9623021,1212,4157566,61.8,1622,3744862,2269,1706864,,,,,
2022/3/3 0:00,Admin,9,IN,4689,9617751,1051,4156354,61.7,1473,3743240,2044,1704595,,,,,
2022/3/2 0:00,Admin,9,IN,4497,9613062,1059,4155303,61.7,1342,3741767,2004,1702551,1,,,,
2022/3/1 0:00,Admin,9,IN,4630,9608565,1147,4154244,61.7,1268,3740425,1925,1700547,,,,,
2022/2/28 0:00,Admin,9,IN,4674,9603935,1079,4153097,61.7,1415,3739157,2021,1698622,,,,,
2022/2/27 0:00,Admin,9,IN,1696,9599261,439,4152018,61.7,534,3737742,734,1696601,,,,,
2022/2/26 0:00,Admin,8,IN,3435,9597565,789,4151579,61.7,982,3737208,1636,1695867,,,,,
2022/2/25 0:00,Admin,8,IN,6061,9594130,1525,4150790,61.7,1567,3736226,2907,1694231,,,,,
2022/2/24 0:00,Admin,8,IN,4809,9588069,1318,4149265,61.6,1223,3734659,2281,1691324,,,,,
2022/2/23 0:00,Admin,8,IN,5626,9583260,1409,4147947,61.6,1538,3733436,2602,1689043,1,,,,
2022/2/22 0:00,Admin,8,IN,5629,9577634,1437,4146538,61.6,1745,3731898,2425,1686441,,,,,
2022/2/21 0:00,Admin,8,IN,5633,9572005,1407,4145101,61.6,1765,3730153,2392,1684016,,,,,
2022/2/20 0:00,Admin,8,IN,2266,9566372,552,4143694,61.6,785,3728388,873,1681624,,,,,
2022/2/19 0:00,Admin,7,IN,2423,9564106,612,4143142,61.5,882,3727603,921,1680751,,,,,
2022/2/18 0:00,Admin,7,IN,5405,9561683,1435,4142530,61.5,1768,3726721,2346,1679830,,,,,
2022/2/17 0:00,Admin,7,IN,5860,9556278,1436,4141095,61.5,1914,3724953,2477,1677484,,,,,
2022/2/16 0:00,Admin,7,IN,6892,9550418,1798,4139659,61.5,2237,3723039,2810,1675007,1,,,,
2022/2/15 0:00,Admin,7,IN,6413,9543526,1611,4137861,61.5,2249,3720802,2554,1672197,,,,,
2022/2/14 0:00,Admin,7,IN,5869,9537113,1734,4136250,61.4,1901,3718553,2256,1669643,,,,,
2022/2/13 0:00,Admin,7,IN,2301,9531244,620,4134516,61.4,854,3716652,806,1667387,,,,,
2022/2/12 0:00,Admin,6,IN,5613,9528943,1412,4133896,61.4,2051,3715798,2064,1666581,,,,,
2022/2/11 0:00,Admin,6,IN,10414,9523330,2509,4132484,61.4,3710,3713747,4236,1664517,,,,,
2022/2/10 0:00,Admin,6,IN,8944,9512916,2256,4129975,61.3,2923,3710037,3715,1660281,,,,,
2022/2/9 0:00,Admin,6,IN,8906,9503972,2207,4127719,61.3,3157,3707114,3523,1656566,1,,,,
2022/2/8 0:00,Admin,6,IN,8112,9495066,1978,4125512,61.3,2978,3703957,3110,1653043,,,,,
2022/2/7 0:00,Admin,6,IN,7616,9486954,1767,4123534,61.3,2905,3700979,2963,1649933,,,,,
2022/2/6 0:00,Admin,6,IN,2897,9479338,687,4121767,61.2,1114,3698074,1062,1646970,,,,,
2022/2/5 0:00,Admin,5,IN,5941,9476441,1200,4121080,61.2,2299,3696960,2298,1645908,,,,,
2022/2/4 0:00,Admin,5,IN,6141,9470500,1321,4119880,61.2,2388,3694661,2277,1643610,,,,,
2022/2/3 0:00,Admin,5,IN,1945,9464359,517,4118559,61.2,787,3692273,726,1641333,,,,,
2022/2/2 0:00,Admin,5,IN,5942,9462414,1407,4118042,61.2,1967,3691486,2482,1640607,1,,,,
2022/2/1 0:00,Admin,5,IN,10238,9456472,2268,4116635,61.1,3037,3689519,4712,1638125,,,,,
2022/1/31 0:00,Admin,5,IN,9731,9446234,2374,4114367,61.1,3020,3686482,4241,1633413,,,,,
2022/1/30 0:00,Admin,5,IN,3810,9436503,912,4111993,61.1,1186,3683462,1659,1629172,,,,,
2022/1/29 0:00,Admin,4,IN,8689,9432693,2078,4111081,61.1,2410,3682276,4118,1627513,,,,,
2022/1/28 0:00,Admin,4,IN,14277,9424004,3485,4109003,61,3705,3679866,7089,1623395,,,,,
2022/1/27 0:00,Admin,4,IN,12138,9409727,3049,4105518,61,3136,3676161,5901,1616306,,,,,
2022/1/26 0:00,Admin,4,IN,11566,9397589,3049,4102469,60.9,3124,3673025,5465,1610405,1,,,,
2022/1/25 0:00,Admin,4,IN,12461,9386023,2990,4099420,60.9,3274,3669901,6219,1604940,,,,,
2022/1/24 0:00,Admin,4,IN,11279,9373562,2758,4096430,60.8,2914,3666627,5637,1598721,,,,,
2022/1/23 0:00,Admin,4,IN,4589,9362283,1164,4093672,60.8,1029,3663713,2338,1593084,,,,,
2022/1/22 0:00,Admin,3,IN,10741,9357694,3064,4092508,60.8,1248,3662684,6152,1590746,,,,,
2022/1/21 0:00,Admin,3,IN,16961,9346953,4862,4089444,60.7,2183,3661436,9982,1584594,,,,,
2022/1/20 0:00,Admin,3,IN,15763,9329992,4656,4084582,60.7,2294,3659253,8731,1574612,,,,,
2022/1/19 0:00,Admin,3,IN,16055,9314229,4468,4079926,60.6,2752,3656959,8817,1565881,1,,,,
2022/1/18 0:00,Admin,3,IN,16030,9298174,3945,4075458,60.5,3279,3654207,8741,1557064,,,,,
2022/1/17 0:00,Admin,3,IN,15221,9282144,3873,4071513,60.5,2537,3650928,8667,1548323,,,,,
2022/1/16 0:00,Admin,3,IN,6616,9266923,1524,4067640,60.4,957,3648391,3958,1539656,,,,,
2022/1/15 0:00,Admin,2,IN,13005,9260307,3299,4066116,60.4,1300,3647434,8070,1535698,,,,,
2022/1/14 0:00,Admin,2,IN,24515,9247302,6418,4062817,60.3,2419,3646134,15543,1527628,,,,,
2022/1/13 0:00,Admin,2,IN,22049,9222787,6136,4056399,60.3,2454,3643715,13405,1512085,,,,,
2022/1/12 0:00,Admin,2,IN,22525,9200738,6150,4050263,60.2,3169,3641261,13182,1498680,1,,,,
2022/1/11 0:00,Admin,2,IN,23278,9178213,5704,4044113,60.1,3738,3638092,13841,1485498,,,,,
2022/1/10 0:00,Admin,2,IN,20675,9154935,5116,4038409,60,3278,3634354,12204,1471657,,,,,
2022/1/9 0:00,Admin,2,IN,8345,9134260,2032,4033293,59.9,1230,3631076,5039,1459453,,,,,
